Depth_cm,Height_cm,Width_cm,Volume_cm3,Date,Executor_capacity_cm3,LocationID
45.7,37.5,37.8,64779.75,20/08/2022,4247527,10075
34.3,11.4,26.7,10440.234,20/08/2022,4247527,10075
26.4,6.6,23.9,4164.336,20/08/2022,4247527,10075
28.7,4.3,26.2,3233.342,20/08/2022,4247527,11002
29.4,3.6,26.9,2847.096,17/08/2022,4247527,11002
27.2,5.8,24.6,3880.896,20/08/2022,4247527,12088
25.1,7.9,22.6,4481.354,22/08/2022,4247527,12088
30.5,10.2,19.1,5942.01,20/08/2022,4247527,13270
49.5,7.6,35.6,13392.72,20/08/2022,4247527,12558
36.8,17.8,20.3,13297.312,20/08/2022,4247527,10872
43.2,27.9,30.5,36761.04,20/08/2022,4247527,10872
55.9,12.7,45.7,32443.801,20/08/2022,4247527,11342
29.7,3.3,27.2,2665.872,20/08/2022,4247527,11342
27.9,5.1,25.4,3614.166,20/08/2022,4247527,10351
40.6,12.7,30.5,15726.41,20/08/2022,4247527,12810
32,1,29.5,944,20/08/2022,4247527,11344
30.8,2.2,28.3,1917.608,20/08/2022,4247527,12628
43.2,7.6,27.9,9160.128,19/08/2022,4247527,12628
43.2,7.6,27.9,9160.128,17/08/2022,4247527,12628
34,16.8,25.7,14679.84,20/08/2022,4247527,11814
26.7,6.3,24.1,4053.861,20/08/2022,4247527,11814
30.5,10.2,19.1,5942.01,20/08/2022,4247527,11814
34.3,7.6,24.1,6282.388,20/08/2022,4247527,11814
31.6,1.4,29.1,1287.384,20/08/2022,4247527,9955
28.7,4.3,26.2,3233.342,20/08/2022,4247527,11520
48.3,30.5,36.8,54211.92,20/08/2022,4247527,12715
43.2,7.6,27.9,9160.128,19/08/2022,4247527,12715
25.4,5.1,17.8,2305.812,20/08/2022,4247527,13339
43.2,7.6,27.9,9160.128,20/08/2022,4247527,13339
34.3,11.4,26.7,10440.234,20/08/2022,4247527,10943
27.9,5.1,25.4,3614.166,20/08/2022,4247527,10943
28.8,4.2,26.3,3181.248,20/08/2022,4247527,10943
27.9,5.1,25.4,3614.166,20/08/2022,4247527,10943
61.6,10.8,41.3,27476.064,20/08/2022,4247527,10955
45.7,21.6,22.9,22605.048,20/08/2022,4247527,12120
22.2,8.3,14,2579.64,19/08/2022,4247527,12120
25.4,7.6,22.9,4420.616,20/08/2022,4247527,10309
30.7,2.3,28.2,1991.202,20/08/2022,4247527,10309
25.4,12.7,17.8,5741.924,20/08/2022,4247527,9904
25.4,7.6,17.8,3436.112,22/08/2022,4247527,9904
48.3,27.9,31.8,42852.726,22/08/2022,4247527,9904
27.6,5.4,25.1,3740.904,22/08/2022,4247527,9904
31.8,1.3,29.2,1207.128,20/08/2022,4247527,10268
45.7,21.6,22.9,22605.048,20/08/2022,4247527,10623
33,20.3,26.7,17886.33,20/08/2022,4247527,11975
25.4,7.6,17.8,3436.112,20/08/2022,4247527,11975
37.1,6.1,21.8,4933.558,20/08/2022,4247527,11975
43.2,7.6,27.9,9160.128,19/08/2022,4247527,11975
25.4,12.7,17.8,5741.924,19/08/2022,4247527,11975
34.3,1.3,21.6,963.144,19/08/2022,4247527,11975
57.5,16.5,18.2,17267.25,20/08/2022,4247527,10507
24.8,0.6,17.1,254.448,20/08/2022,4247527,10507
25.4,7.6,22.9,4420.616,20/08/2022,4247527,10896
32,1,29.5,944,20/08/2022,4247527,11040
39.4,7.6,31.8,9522.192,20/08/2022,4247527,11350
25.4,12.7,17.8,5741.924,20/08/2022,4247527,10237
28.4,4.6,25.9,3383.576,20/08/2022,4247527,10237
27.2,5.8,24.7,3896.672,20/08/2022,4247527,10906
27.4,5.6,24.9,3820.656,20/08/2022,4247527,10906
48.3,15.2,33,24227.28,20/08/2022,4247527,11789
55.9,30.5,45.7,77916.215,20/08/2022,4247527,12273
56.4,29.7,43.2,72363.456,19/08/2022,4247527,12273
55.9,30.5,45.7,77916.215,19/08/2022,4247527,12273
26.9,6.1,24.4,4003.796,22/08/2022,4247527,12273
27.2,24.6,27.1,18133.152,22/08/2022,4247527,12273
48.9,27.9,28.8,39292.128,20/08/2022,4247527,12343
34.3,11.4,26.7,10440.234,22/08/2022,4247527,12343
40.6,12.7,30.5,15726.41,20/08/2022,4247527,11148
31.5,1.5,29,1370.25,20/08/2022,4247527,9832
22.2,8.3,14,2579.64,22/08/2022,4247527,9832
30.5,10.2,19.1,5942.01,20/08/2022,4247527,9910
25.4,12.7,17.8,5741.924,20/08/2022,4247527,10582
31.8,11.4,16.5,5981.58,20/08/2022,4247527,10582
27.2,5.8,24.7,3896.672,20/08/2022,4247527,10582
33.2,13,17.4,7509.84,20/08/2022,4247527,10473
25.4,12.7,17.8,5741.924,20/08/2022,4247527,12431
33,20.3,26.7,17886.33,17/08/2022,4247527,12431
36.8,17.8,20.3,13297.312,20/08/2022,4247527,10892
27.4,9.9,21.6,5859.216,20/08/2022,4247527,10892
25.4,12.7,17.8,5741.924,20/08/2022,4247527,11086
42.4,19.6,39.1,32493.664,22/08/2022,4247527,11086
36.8,17.8,20.3,13297.312,20/08/2022,4247527,11435
34.3,11.4,26.7,10440.234,20/08/2022,4247527,10051
29.1,3.9,26.6,3018.834,20/08/2022,4247527,11969
45.7,21.6,22.9,22605.048,20/08/2022,4247527,10299
30.5,10.2,19.1,5942.01,20/08/2022,4247527,10299
66,17.8,40.6,47696.88,20/08/2022,4247527,9963
25.4,7.6,17.8,3436.112,20/08/2022,4247527,10024
31.5,1.5,29,1370.25,20/08/2022,4247527,13213
28.8,4.2,26.3,3181.248,20/08/2022,4247527,9959
31.2,1.8,28.7,1611.792,22/08/2022,4247527,9959
50.8,30.5,35.6,55158.64,20/08/2022,4247527,10229
30.5,2.5,27.9,2127.375,22/08/2022,4247527,10229
25.4,12.7,17.8,5741.924,20/08/2022,4247527,10665
28.9,4.1,26.4,3128.136,20/08/2022,4247527,11407
27.2,5.8,24.6,3880.896,20/08/2022,4247527,9991
33,20.3,26.7,17886.33,20/08/2022,4247527,10893
34.3,7.6,24.1,6282.388,20/07/2022,4247527,10893
48.3,30.5,36.8,54211.92,20/08/2022,4247527,11328
31.5,1.5,29,1370.25,19/08/2022,4247527,11328
31.8,1.2,29.3,1118.088,19/08/2022,4247527,11328
33,20.3,26.7,17886.33,19/08/2022,4247527,11328
40.6,12.7,30.5,15726.41,19/08/2022,4247527,11328
25.4,7.6,17.8,3436.112,17/08/2022,4247527,11328
40.6,12.7,30.5,15726.41,20/08/2022,4247527,11217
36.8,17.8,20.3,13297.312,20/08/2022,4247527,10412
34.3,7.6,24.1,6282.388,20/08/2022,4247527,10412
24.4,5.8,17,2405.84,20/08/2022,4247527,10301
32.3,0.7,29.8,673.778,20/08/2022,4247527,12019
25.1,7.9,22.6,4481.354,22/08/2022,4247527,12019
28.5,4.5,26,3334.5,20/08/2022,4247527,10646
32.5,0.5,30,487.5,20/08/2022,4247527,11234
21.1,4.3,13.5,1224.855,22/08/2022,4247527,11234
45.7,21.6,22.9,22605.048,22/08/2022,4247527,11234
49.5,7.6,35.6,13392.72,20/08/2022,4247527,11663
32.8,2.8,20.1,1845.984,20/08/2022,4247527,11663
26.6,6.4,24.1,4102.784,20/08/2022,4247527,11663
31.8,3.8,19.1,2308.044,20/08/2022,4247527,12937
25.4,12.7,17.8,5741.924,19/08/2022,4247527,12937
54,12.7,41.3,28323.54,20/08/2022,4247527,11518
24.4,1,16.8,409.92,20/08/2022,4247527,10342
42.4,29.7,36.1,45460.008,20/08/2022,4247527,10752
30.3,2.7,27.8,2274.318,20/08/2022,4247527,11118
36.8,17.8,20.3,13297.312,20/08/2022,4247527,12730
34.3,11.4,26.7,10440.234,20/08/2022,4247527,12730
49.5,7.6,35.6,13392.72,20/08/2022,4247527,11073
26.7,6.3,24.1,4053.861,20/08/2022,4247527,11073
39.4,7.6,31.8,9522.192,20/08/2022,4247527,11073
25,8,22.5,4500,22/08/2022,4247527,11073
48.3,15.2,33,24227.28,20/08/2022,4247527,11718
29,6.6,16.3,3119.82,20/08/2022,4247527,11718
33,20.3,26.7,17886.33,17/08/2022,4247527,11718
45.7,21.6,22.9,22605.048,17/08/2022,4247527,11718
33.5,2,20.8,1393.6,17/08/2022,4247527,11718
31.5,1.5,29,1370.25,20/08/2022,4247527,10951
48.3,30.5,36.8,54211.92,17/08/2022,4247527,10951
27.2,5.8,24.6,3880.896,20/08/2022,4247527,10814
25.4,12.7,17.8,5741.924,17/08/2022,4247527,10814
24.1,1.3,16.5,516.945,17/08/2022,4247527,10814
26.9,16.5,21.1,9365.235,20/08/2022,4247527,12504
39.4,7.6,31.8,9522.192,20/08/2022,4247527,12111
48.3,15.2,33,24227.28,20/08/2022,4247527,12563
36.8,17.8,20.3,13297.312,20/08/2022,4247527,11672
30.2,2.8,27.7,2342.312,19/08/2022,4247527,11672
36.8,17.8,20.3,13297.312,20/08/2022,4247527,11773
25.9,7.1,23.4,4303.026,20/08/2022,4247527,11773
34.3,11.4,26.7,10440.234,20/08/2022,4247527,11590
24.1,1.6,16.5,636.24,20/08/2022,4247527,11967
45.7,21.6,22.9,22605.048,20/08/2022,4247527,11967
45.7,21.6,22.9,22605.048,20/08/2022,4247527,11967
34.3,7.6,24.1,6282.388,20/08/2022,4247527,11967
48.3,30.5,36.8,54211.92,19/08/2022,4247527,11967
34.3,11.4,26.7,10440.234,22/08/2022,4247527,11967
27.4,5.6,24.9,3820.656,22/08/2022,4247527,11967
50.8,25.4,35.6,45935.392,20/08/2022,4247527,12467
36.8,17.8,20.3,13297.312,20/08/2022,4247527,11799
34.3,11.4,26.7,10440.234,20/08/2022,4247527,10124
34.3,11.4,26.7,10440.234,17/08/2022,3313071,23248
41.7,1.5,26.4,1651.32,17/08/2022,3313071,24000
29.2,3.8,26.7,2962.632,17/08/2022,3313071,24214
32.5,0.5,30,487.5,17/08/2022,3313071,23153
43.2,7.6,27.9,9160.128,17/08/2022,3313071,23521
31.7,1.3,29.2,1203.332,17/08/2022,3313071,23521
64.8,2.5,24.1,3904.2,17/08/2022,3313071,23664
27.7,5.8,24.9,4000.434,17/08/2022,3313071,24523
34.3,7.6,24.1,6282.388,17/08/2022,3313071,24523
36.6,6.6,21.3,5145.228,17/08/2022,3313071,23903
22.4,3,14.7,987.84,17/08/2022,3313071,23903
31.2,4.3,18.5,2481.96,17/08/2022,3313071,23194
53.3,15.2,38.1,30867.096,17/08/2022,3313071,23879
39.4,7.6,31.8,9522.192,17/08/2022,3313071,23879
36.8,17.8,20.3,13297.312,17/08/2022,3313071,23419
25.4,12.7,17.8,5741.924,17/08/2022,3313071,23419
32.5,0.5,30,487.5,17/08/2022,3313071,23419
25.4,12.7,17.8,5741.924,17/08/2022,3313071,23419
30,3,27.5,2475,17/08/2022,3313071,23272
34.3,7.6,24.1,6282.388,17/08/2022,3313071,23272
30.5,10.2,19.1,5942.01,17/08/2022,3313071,23272
25.4,7.6,17.8,3436.112,17/08/2022,3313071,23747
21.1,4.3,13.5,1224.855,21/07/2022,3313071,23747
53.3,15.2,38.1,30867.096,17/08/2022,3313071,22855
30.5,10.2,19.1,5942.01,17/08/2022,3313071,22665
35.8,7.4,20.6,5457.352,17/08/2022,3313071,23965
40.6,12.7,30.5,15726.41,17/08/2022,3313071,22923
55.9,12.7,45.7,32443.801,30/07/2022,3313071,22923
43.2,7.6,27.9,9160.128,17/08/2022,3313071,23872
43.2,7.6,27.9,9160.128,17/08/2022,3313071,23872
25.4,12.7,17.8,5741.924,17/08/2022,3313071,23773
40.1,3,24.9,2995.47,17/08/2022,3313071,22493
28.2,4.8,25.7,3478.752,17/08/2022,3313071,23534
39.4,3.8,24.1,3608.252,17/08/2022,3313071,23585
45.7,21.6,22.9,22605.048,17/08/2022,3313071,25439
30.5,10.2,19.1,5942.01,17/08/2022,3313071,23399
30.5,10.2,19.1,5942.01,17/08/2022,3313071,23399
36.8,17.8,20.3,13297.312,17/08/2022,3313071,23184
21.8,5.4,13.2,1553.904,17/08/2022,3313071,23157
24.4,3,23,1683.6,17/08/2022,3313071,23157
48.3,30.5,36.8,54211.92,21/07/2022,3313071,23157
25.4,7.6,17.8,3436.112,21/07/2022,3313071,23157
43.2,7.6,27.9,9160.128,17/08/2022,3313071,23834
43.2,7.6,27.9,9160.128,17/08/2022,3313071,23834
27.2,5.8,24.6,3880.896,17/08/2022,3313071,23834
25.4,7.6,17.8,3436.112,17/08/2022,3313071,24181
55.9,22.6,46.5,58745.31,17/08/2022,3313071,24717
45.7,21.6,22.9,22605.048,17/08/2022,3313071,22861
48.3,30.5,36.8,54211.92,17/08/2022,3313071,22861
36.8,17.8,20.3,13297.312,17/08/2022,3313071,23883
30.5,2.5,28,2135,17/08/2022,3313071,23883
25.4,12.7,17.8,5741.924,17/08/2022,3313071,23883
39.4,7.6,31.8,9522.192,17/08/2022,3313071,23213
25.4,7.6,17.8,3436.112,17/08/2022,3313071,22762
24.6,5.3,14.2,1851.396,17/08/2022,3313071,23641
27.7,5.3,25.1,3684.931,17/08/2022,3313071,23641
31.6,1.4,29.1,1287.384,17/08/2022,3313071,24733
50.8,12.7,38.1,24580.596,17/08/2022,3313071,24733
36.1,7.1,20.8,5331.248,17/08/2022,3313071,22494
25.9,7.1,23.4,4303.026,17/08/2022,3313071,23122
25.4,12.7,17.8,5741.924,17/08/2022,3313071,23796
36.8,17.8,20.3,13297.312,17/08/2022,3313071,23700
36.8,17.8,20.3,13297.312,17/08/2022,3313071,24585
30.8,2.2,28.3,1917.608,17/08/2022,3313071,23758
25.4,12.7,17.8,5741.924,17/08/2022,3313071,23758
39.4,7.6,31.8,9522.192,17/08/2022,3313071,23758
48.3,27.9,31.8,42852.726,17/08/2022,3313071,23758
48.3,27.9,31.8,42852.726,21/07/2022,3313071,23758
31.5,1.5,29,1370.25,21/07/2022,3313071,23758
32.1,0.9,29.6,855.144,21/07/2022,3313071,23758
26.5,6.5,24,4134,17/08/2022,3313071,23599
34.3,11.4,26.7,10440.234,17/08/2022,3313071,23580
25.4,5.1,17.8,2305.812,17/08/2022,3313071,25294
39.4,7.6,31.8,9522.192,17/08/2022,3313071,25294
30.5,5.1,17.8,2768.79,17/08/2022,3313071,25294
40.6,12.7,30.5,15726.41,17/08/2022,3313071,25294
48.3,15.2,33,24227.28,17/08/2022,3313071,25294
33,20.3,26.7,17886.33,17/08/2022,3313071,25294
45.7,21.6,22.9,22605.048,17/08/2022,3313071,23280
25.4,12.7,17.8,5741.924,17/08/2022,3313071,23523
40.6,12.7,30.5,15726.41,17/08/2022,3313071,22532
25.4,12.7,17.8,5741.924,17/08/2022,3313071,22751
25.4,12.7,17.8,5741.924,17/08/2022,3313071,23458
36.8,17.8,20.3,13297.312,17/08/2022,3313071,22684
28.4,4.6,25.9,3383.576,17/08/2022,3313071,22684
29.5,3.5,27,2787.75,17/08/2022,3313071,23811
25.4,7.6,17.8,3436.112,21/07/2022,3313071,23811
25.4,12.7,17.8,5741.924,17/08/2022,3313071,23597
43.2,7.6,27.9,9160.128,17/08/2022,3313071,24764
36.8,17.8,20.3,13297.312,17/08/2022,3313071,23718
24.9,6.6,21.3,3500.442,17/08/2022,3313071,23718
34.3,7.6,24.1,6282.388,17/08/2022,3313071,24168
27.4,5.6,24.9,3820.656,17/08/2022,3313071,24168
33,20.3,26.7,17886.33,17/08/2022,3313071,23577
37.7,5.5,22.4,4644.64,17/08/2022,3313071,22739
36.8,17.8,20.3,13297.312,21/07/2022,3313071,22739
38.9,4.9,28,5337.08,17/08/2022,3313071,22622
33.7,1.9,28.6,1831.258,17/08/2022,3313071,22529
26.2,6.9,23.6,4266.408,17/08/2022,3313071,22480
54,12.4,41.3,27654.48,17/08/2022,3313071,24606
33,11.7,29.5,11389.95,17/08/2022,3313071,23096
25.4,7.6,17.8,3436.112,17/08/2022,3313071,23096
52.7,17.8,40.6,38085.236,17/08/2022,3313071,25678
25.4,12.7,17.8,5741.924,17/08/2022,3313071,25678
34.3,11.4,20.3,7937.706,17/08/2022,3313071,25678
22.4,3,14.7,987.84,17/08/2022,3313071,25678
35.6,6.6,22.9,5380.584,17/08/2022,3313071,25678
55.9,30.5,45.7,77916.215,17/08/2022,3313071,25678
36.8,17.8,20.3,13297.312,17/08/2022,3313071,22578
48.3,15.2,33,24227.28,17/08/2022,3313071,22645
30.5,2.5,27.9,2127.375,17/08/2022,3313071,22645
39.4,7.6,31.8,9522.192,17/08/2022,3313071,22645
30.2,2.8,27.7,2342.312,17/08/2022,3313071,23870
62.2,30,38.1,71094.6,17/08/2022,3313071,23319
32,1,29.5,944,17/08/2022,3313071,23236
26.4,6.6,23.9,4164.336,17/08/2022,3313071,23753
30.5,10.2,19.1,5942.01,17/08/2022,3313071,23346
48.3,27.9,31.8,42852.726,17/08/2022,3313071,23756
34.3,7.6,24.1,6282.388,17/08/2022,3313071,23756
34.3,11.4,26.7,10440.234,17/08/2022,3313071,23756
49.5,7.6,35.6,13392.72,17/08/2022,3313071,23252
36.8,17.8,20.3,13297.312,17/08/2022,3313071,22851
21.8,3.6,14.2,1114.416,17/08/2022,3313071,22851
48.3,15.2,33,24227.28,17/08/2022,3313071,22851
36.8,17.8,20.3,13297.312,30/07/2022,3313071,22851
32.4,0.6,29.9,581.256,17/08/2022,3313071,22590
36.8,17.8,20.3,13297.312,17/08/2022,3313071,23201
25.4,7.6,17.8,3436.112,17/08/2022,3313071,24552
33,20.3,26.7,17886.33,17/08/2022,3313071,23165
53.3,15.2,38.1,30867.096,17/08/2022,3313071,22473
29.6,5.2,8.8,1354.496,17/08/2022,3313071,22780
25.4,12.7,17.8,5741.924,17/08/2022,3313071,23559
60.3,24.5,25.9,38263.365,17/08/2022,3313071,23559
44.5,20.3,35.6,32159.26,17/08/2022,3313071,23731
30.5,5.1,22.9,3562.095,17/08/2022,3313071,23731
22.2,3.2,14.6,1037.184,17/08/2022,3313071,23494
43.2,27.9,30.5,36761.04,17/08/2022,3313071,23777
36.8,17.8,20.3,13297.312,17/08/2022,3313071,23087
43.2,7.6,27.9,9160.128,17/08/2022,3313071,23921
49.5,7.6,35.6,13392.72,17/08/2022,3313071,22417
25.4,7.6,17.8,3436.112,17/08/2022,3313071,22417
26.2,6.9,23.6,4266.408,17/08/2022,3313071,22413
23.4,2,15.7,734.76,17/08/2022,3313071,22504
30,3,27.4,2466,21/07/2022,3313071,22504
26,7,23.5,4277,17/08/2022,3313071,24535
25.4,7.6,17.8,3436.112,17/08/2022,3313071,24535
33,22.9,33,24938.1,17/08/2022,3313071,24034
39.4,7.6,31.8,9522.192,17/08/2022,3313071,23563
29.7,3.3,27.2,2665.872,17/08/2022,3313071,22446
24.1,1.8,16.5,715.77,30/07/2022,3313071,22446
48.3,30.5,36.8,54211.92,17/08/2022,3313071,23668
23.4,2,15.7,734.76,21/07/2022,3313071,23668
39.4,7.6,31.8,9522.192,21/07/2022,3313071,23668
34.3,11.4,26.7,10440.234,21/07/2022,3313071,23668
28.1,5,25.5,3582.75,17/08/2022,3313071,22650
39.4,7.6,31.8,9522.192,17/08/2022,3313071,23092
28.6,4.4,26,3271.84,17/08/2022,3313071,22912
32.3,0.7,29.8,673.778,21/07/2022,3313071,22912
39.4,7.6,31.8,9522.192,17/08/2022,3313071,23959
61.6,33,41.3,83954.64,17/08/2022,3313071,23624
53.3,15.2,38.1,30867.096,17/08/2022,3313071,23624
24.1,2.5,16.5,994.125,17/08/2022,3313071,23624
27.2,5.8,24.6,3880.896,17/08/2022,3313071,22911
33,20.3,26.7,17886.33,17/08/2022,3313071,23990
44.5,20.3,35.6,32159.26,17/08/2022,3313071,24223
33,20.3,26.7,17886.33,17/08/2022,3313071,23783
28.2,4.8,25.7,3478.752,17/08/2022,3313071,25308
31.5,1.5,29,1370.25,17/08/2022,3313071,23561
45.7,21.6,22.9,22605.048,17/08/2022,3313071,23561
30.5,2.5,27.9,2127.375,17/08/2022,3313071,22557
36.8,17.8,20.3,13297.312,21/07/2022,3313071,22557
30.5,2.5,27.9,2127.375,21/07/2022,3313071,22557
29.2,3.8,26.7,2962.632,17/08/2022,3313071,22763
30,3,27.5,2475,17/08/2022,3313071,23146
34.3,7.6,24.1,6282.388,17/08/2022,3313071,23146
43.2,7.6,27.9,9160.128,17/08/2022,3313071,23237
32.8,10.4,17.5,5969.6,17/08/2022,3313071,23218
66,17.8,40.6,47696.88,17/08/2022,3313071,22898
48.3,15.2,33,24227.28,17/08/2022,3313071,22898
43.2,27.9,30.5,36761.04,17/08/2022,3313071,22898
34.3,7.6,24.1,6282.388,17/08/2022,3313071,22898
53.3,38.1,45.7,92804.361,17/08/2022,3313071,24140
44.5,20.3,35.6,32159.26,17/08/2022,3313071,23869
53.3,38.1,45.7,92804.361,17/08/2022,3313071,23111
33.6,2,20.9,1404.48,17/08/2022,3313071,25149
27.4,5.6,24.9,3820.656,17/08/2022,3313071,22372
24.6,8.4,22.1,4566.744,17/08/2022,3313071,22372
25.4,12.7,17.8,5741.924,17/08/2022,3313071,23020
35.6,7.6,20.3,5492.368,17/08/2022,3313071,24644
39.4,7.6,31.8,9522.192,17/08/2022,3313071,23806
27.9,5.1,25.4,3614.166,17/08/2022,3313071,22389
27.2,5.8,24.6,3880.896,30/07/2022,3313071,22389
31.5,1.5,29,1370.25,30/07/2022,3313071,22389
24.1,1.8,16.5,715.77,17/08/2022,3313071,23150
28.7,4.3,26.2,3233.342,17/08/2022,3313071,22399
30.3,2.7,27.8,2274.318,17/08/2022,3313071,22399
26.1,6.9,23.6,4250.124,17/08/2022,3313071,24769
43.2,7.6,27.9,9160.128,17/08/2022,3313071,24769
39.4,7.6,31.8,9522.192,17/08/2022,3313071,23241
36.1,7.1,20.8,5331.248,17/08/2022,3313071,23241
39.4,7.6,31.8,9522.192,21/07/2022,3313071,23241
39.4,7.6,31.8,9522.192,21/07/2022,3313071,23241
25.9,7.6,19,3739.96,17/08/2022,3313071,22793
34.3,11.4,26.7,10440.234,17/08/2022,3313071,23691
54,12.4,41.3,27654.48,17/08/2022,3313071,23691
22.6,2.8,15,949.2,17/08/2022,3313071,23566
31.6,1.4,29.1,1287.384,21/07/2022,3313071,23566
35.6,1.5,24.1,1286.94,21/07/2022,3313071,23566
31.4,1.6,28.9,1451.936,21/07/2022,3313071,23566
30.5,5.1,17.8,2768.79,17/08/2022,3313071,23790
48.3,27.9,31.8,42852.726,17/08/2022,3313071,23605
31.2,1.8,28.7,1611.792,17/08/2022,3313071,23605
48.3,15.2,33,24227.28,17/08/2022,3313071,23574
44.5,20.3,35.6,32159.26,17/08/2022,3313071,23574
37.8,5.3,22.6,4527.684,17/08/2022,3313071,23574
43.2,7.6,27.9,9160.128,17/08/2022,3313071,23574
48.3,30.5,36.8,54211.92,17/08/2022,3313071,23574
34.3,11.4,26.7,10440.234,17/08/2022,3313071,23649
36.8,11.4,33.3,13970.016,17/08/2022,3313071,23408
30,3,27.4,2466,17/08/2022,3313071,24203
43.2,7.6,27.9,9160.128,12/08/2022,3313071,19287
50.8,30.5,35.6,55158.64,12/08/2022,3313071,19287
32.3,0.8,29.7,767.448,12/08/2022,3313071,19775
28.5,4.5,26,3334.5,12/08/2022,3313071,18378
59.1,10.2,46.4,27970.848,12/08/2022,3313071,19109
30.5,2.5,27.9,2127.375,12/08/2022,3313071,19747
39.4,7.6,31.8,9522.192,17/08/2022,3313071,19747
31.5,1.5,29,1370.25,12/08/2022,3313071,18528
34.3,11.4,26.7,10440.234,12/08/2022,3313071,18528
28.2,4.8,25.7,3478.752,12/08/2022,3313071,18528
34.3,11.4,26.7,10440.234,12/08/2022,3313071,19533
34.3,11.4,26.7,10440.234,12/08/2022,3313071,19293
66,17.8,40.6,47696.88,12/08/2022,3313071,19192
32.5,3,19.8,1930.5,12/08/2022,3313071,19554
25.4,7.6,17.8,3436.112,12/08/2022,3313071,19961
38.6,4.6,23.4,4154.904,12/08/2022,3313071,19010
49.5,7.6,35.6,13392.72,12/08/2022,3313071,19010
30.7,2.3,28.2,1991.202,17/08/2022,3313071,19010
36.8,17.8,20.3,13297.312,12/08/2022,3313071,19136
40.6,12.7,30.5,15726.41,12/08/2022,3313071,19289
33,20.3,26.7,17886.33,12/08/2022,3313071,18975
30.5,4.8,22.9,3352.56,12/08/2022,3313071,18937
29.7,5.8,17,2928.42,12/08/2022,3313071,19694
32.5,0.5,30,487.5,12/08/2022,3313071,19694
25.4,7.6,17.8,3436.112,12/08/2022,3313071,18694
36.8,17.8,20.3,13297.312,12/08/2022,3313071,18777
25.4,12.7,17.8,5741.924,12/08/2022,3313071,19480
25.7,7.4,23.1,4393.158,12/08/2022,3313071,19620
8.1,1,7.9,63.99,12/08/2022,3313071,19620
30.2,5.3,17.5,2801.05,12/08/2022,3313071,19804
34.3,11.4,26.7,10440.234,12/08/2022,3313071,19412
66,17.8,40.6,47696.88,12/08/2022,3313071,19560
39.4,7.6,31.8,9522.192,12/08/2022,3313071,19560
27.6,5.4,25.1,3740.904,12/08/2022,3313071,19560
48.3,15.2,33,24227.28,12/08/2022,3313071,19628
49.5,7.6,35.6,13392.72,12/08/2022,3313071,19488
36.8,17.8,20.3,13297.312,12/08/2022,3313071,19764
27.9,5.1,25.4,3614.166,12/08/2022,3313071,19910
39.5,18,37,26307,12/08/2022,3313071,20033
34.3,11.4,26.7,10440.234,12/08/2022,3313071,19080
36.2,27.9,28.6,28885.428,17/08/2022,3313071,19080
25.4,12.7,17.8,5741.924,12/08/2022,3313071,19633
45,29,32.4,42282,12/08/2022,3313071,19633
25.4,12.7,17.8,5741.924,12/08/2022,3313071,18851
24.1,3.6,16.5,1431.54,12/08/2022,3313071,18851
28.4,4.6,25.9,3383.576,12/08/2022,3313071,19706
30,3,27.4,2466,12/08/2022,3313071,19005
25.4,7.6,17.8,3436.112,12/08/2022,3313071,19005
26.7,6.3,24.1,4053.861,17/08/2022,3313071,19005
34.3,11.4,26.7,10440.234,12/08/2022,3313071,20056
30.5,10.2,19.1,5942.01,12/08/2022,3313071,20093
27.9,4.8,18,2410.56,12/08/2022,3313071,20093
32.8,2.8,27.7,2543.968,12/08/2022,3313071,20093
21.6,4.3,18.3,1699.704,03/08/2022,3313071,20093
21.6,4.3,18.3,1699.704,03/08/2022,3313071,20093
21.6,1.8,17.5,680.4,03/08/2022,3313071,20093
48.3,27.9,31.8,42852.726,03/08/2022,3313071,20093
25.4,7.6,17.8,3436.112,12/08/2022,3313071,18812
36.8,6.3,21.6,5007.744,12/08/2022,3313071,18812
25.4,7.6,17.8,3436.112,12/08/2022,3313071,19774
25.4,7.6,17.8,3436.112,12/08/2022,3313071,20238
34.3,7.6,24.1,6282.388,03/08/2022,3313071,20238
24.6,8.4,22.1,4566.744,12/08/2022,3313071,19796
40.6,12.7,30.5,15726.41,12/08/2022,3313071,19129
27.7,5.3,25.1,3684.931,12/08/2022,3313071,20046
48.3,30.5,36.8,54211.92,12/08/2022,3313071,20046
44.5,20.3,35.6,32159.26,12/08/2022,3313071,20046
25.4,7.6,17.8,3436.112,12/08/2022,3313071,18781
40.2,3,24.9,3002.94,12/08/2022,3313071,19955
34.3,11.4,26.7,10440.234,12/08/2022,3313071,19955
30,5.6,17.3,2906.4,12/08/2022,3313071,19924
25.4,7.6,17.8,3436.112,12/08/2022,3313071,19125
36.8,17.8,20.3,13297.312,12/08/2022,3313071,19162
25.4,7.6,17.8,3436.112,12/08/2022,3313071,19097
43.2,7.6,27.9,9160.128,12/08/2022,3313071,19097
25.4,12.7,17.8,5741.924,12/08/2022,3313071,20131
34.3,7.6,24.1,6282.388,03/08/2022,3313071,20131
24.1,1.3,16.5,516.945,03/08/2022,3313071,20131
29,4,26.5,3074,12/08/2022,3313071,19547
36.8,17.8,20.3,13297.312,12/08/2022,3313071,20228
24.1,8.9,21.6,4632.984,12/08/2022,3313071,20228
